COLLISION_ID,CRASH_DATETIME,LATITUDE,LONGITUDE,ZIPCODE,API_CALL
22,2012-07-01 10:40:00.000,40.7208537,-74.0039287,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7209%2C-74.0039/2012-07-01T10:40:00?key={API_KEY}&include=current&contentType=csv
23,2012-07-01 12:18:00.000,40.7047985,-74.0166846,10280,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7048%2C-74.0167/2012-07-01T12:18:00?key={API_KEY}&include=current&contentType=csv
25,2012-07-01 18:00:00.000,40.7136919,-74.0137542,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7137%2C-74.0138/2012-07-01T18:00:00?key={API_KEY}&include=current&contentType=csv
26,2012-07-01 19:30:00.000,40.719058,-74.0124422,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7191%2C-74.0124/2012-07-01T19:30:00?key={API_KEY}&include=current&contentType=csv
27,2012-07-01 20:00:00.000,40.7079778,-74.0080037,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.708%2C-74.008/2012-07-01T20:00:00?key={API_KEY}&include=current&contentType=csv
28,2012-07-01 22:45:00.000,40.7257971,-73.9976116,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7258%2C-73.9976/2012-07-01T22:45:00?key={API_KEY}&include=current&contentType=csv
29,2012-07-02 00:59:00.000,40.7256734,-74.0057798,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7257%2C-74.0058/2012-07-02T00:59:00?key={API_KEY}&include=current&contentType=csv
30,2012-07-02 06:44:00.000,40.7193963,-74.0018831,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7194%2C-74.0019/2012-07-02T06:44:00?key={API_KEY}&include=current&contentType=csv
31,2012-07-02 14:00:00.000,40.7203761,-74.0032612,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0033/2012-07-02T14:00:00?key={API_KEY}&include=current&contentType=csv
32,2012-07-02 13:27:00.000,40.7269334,-73.999917,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7269%2C-73.9999/2012-07-02T13:27:00?key={API_KEY}&include=current&contentType=csv
33,2012-07-02 08:50:00.000,40.7159981,-74.0070956,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.716%2C-74.0071/2012-07-02T08:50:00?key={API_KEY}&include=current&contentType=csv
36,2012-07-01 11:40:00.000,40.7164532,-74.0130478,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7165%2C-74.013/2012-07-01T11:40:00?key={API_KEY}&include=current&contentType=csv
37,2012-07-02 00:19:00.000,40.7136919,-74.0137542,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7137%2C-74.0138/2012-07-02T00:19:00?key={API_KEY}&include=current&contentType=csv
38,2012-07-02 10:30:00.000,40.7047985,-74.0166846,10280,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7048%2C-74.0167/2012-07-02T10:30:00?key={API_KEY}&include=current&contentType=csv
39,2012-07-02 14:15:00.000,40.7203761,-74.0032612,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0033/2012-07-02T14:15:00?key={API_KEY}&include=current&contentType=csv
40,2012-07-02 14:25:00.000,40.7203761,-74.0032612,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0033/2012-07-02T14:25:00?key={API_KEY}&include=current&contentType=csv
41,2012-07-02 16:30:00.000,40.7250257,-74.0058952,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.725%2C-74.0059/2012-07-02T16:30:00?key={API_KEY}&include=current&contentType=csv
42,2012-07-02 17:47:00.000,40.7182736,-74.0053246,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7183%2C-74.0053/2012-07-02T17:47:00?key={API_KEY}&include=current&contentType=csv
43,2012-07-02 17:05:00.000,40.7203761,-74.0032612,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0033/2012-07-02T17:05:00?key={API_KEY}&include=current&contentType=csv
44,2012-07-02 18:01:00.000,40.7141646,-74.006309,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7142%2C-74.0063/2012-07-02T18:01:00?key={API_KEY}&include=current&contentType=csv
45,2012-07-02 18:54:00.000,40.7084958,-74.0153438,10280,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7085%2C-74.0153/2012-07-02T18:54:00?key={API_KEY}&include=current&contentType=csv
48,2012-07-02 12:30:00.000,40.7074505,-74.0119459,10005,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7075%2C-74.0119/2012-07-02T12:30:00?key={API_KEY}&include=current&contentType=csv
49,2012-07-02 19:00:00.000,40.7190037,-74.0051731,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.719%2C-74.0052/2012-07-02T19:00:00?key={API_KEY}&include=current&contentType=csv
50,2012-07-03 09:00:00.000,40.7067007,-74.0160467,10280,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7067%2C-74.016/2012-07-03T09:00:00?key={API_KEY}&include=current&contentType=csv
51,2012-07-03 09:30:00.000,40.7271556,-74.0055454,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7272%2C-74.0055/2012-07-03T09:30:00?key={API_KEY}&include=current&contentType=csv
52,2012-07-03 10:00:00.000,40.7259889,-74.0090954,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.726%2C-74.0091/2012-07-03T10:00:00?key={API_KEY}&include=current&contentType=csv
53,2012-07-03 13:30:00.000,40.7113923,-74.0085993,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7114%2C-74.0086/2012-07-03T13:30:00?key={API_KEY}&include=current&contentType=csv
54,2012-07-03 13:35:00.000,40.7048242,-74.0068996,10005,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7048%2C-74.0069/2012-07-03T13:35:00?key={API_KEY}&include=current&contentType=csv
55,2012-07-03 15:00:00.000,40.7096605,-74.0048261,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7097%2C-74.0048/2012-07-03T15:00:00?key={API_KEY}&include=current&contentType=csv
56,2012-07-03 14:10:00.000,40.7152351,-74.0054181,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7152%2C-74.0054/2012-07-03T14:10:00?key={API_KEY}&include=current&contentType=csv
57,2012-07-03 16:00:00.000,40.7233076,-74.00298,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7233%2C-74.003/2012-07-03T16:00:00?key={API_KEY}&include=current&contentType=csv
58,2012-07-03 17:43:00.000,40.7258408,-74.0075584,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7258%2C-74.0076/2012-07-03T17:43:00?key={API_KEY}&include=current&contentType=csv
59,2012-07-03 17:47:00.000,40.723977,-74.0083014,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.724%2C-74.0083/2012-07-03T17:47:00?key={API_KEY}&include=current&contentType=csv
60,2012-07-03 22:08:00.000,40.7256734,-74.0057798,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7257%2C-74.0058/2012-07-03T22:08:00?key={API_KEY}&include=current&contentType=csv
61,2012-07-03 20:38:00.000,40.7264365,-74.0056572,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7264%2C-74.0057/2012-07-03T20:38:00?key={API_KEY}&include=current&contentType=csv
62,2012-07-03 22:50:00.000,40.7067073,-74.00233,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7067%2C-74.0023/2012-07-03T22:50:00?key={API_KEY}&include=current&contentType=csv
63,2012-07-05 05:50:00.000,40.7225499,-74.006299,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7225%2C-74.0063/2012-07-05T05:50:00?key={API_KEY}&include=current&contentType=csv
64,2012-07-05 12:51:00.000,40.7024083,-74.012825,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7024%2C-74.0128/2012-07-05T12:51:00?key={API_KEY}&include=current&contentType=csv
65,2012-07-05 11:20:00.000,40.7206092,-74.0084706,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7206%2C-74.0085/2012-07-05T11:20:00?key={API_KEY}&include=current&contentType=csv
66,2012-07-05 09:05:00.000,40.7236259,-74.0047875,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7236%2C-74.0048/2012-07-05T09:05:00?key={API_KEY}&include=current&contentType=csv
67,2012-07-05 15:40:00.000,40.7205573,-74.0035102,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7206%2C-74.0035/2012-07-05T15:40:00?key={API_KEY}&include=current&contentType=csv
68,2012-07-05 22:10:00.000,40.7197776,-74.0068074,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7198%2C-74.0068/2012-07-05T22:10:00?key={API_KEY}&include=current&contentType=csv
69,2012-07-05 17:40:00.000,40.7171751,-74.0128675,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7172%2C-74.0129/2012-07-05T17:40:00?key={API_KEY}&include=current&contentType=csv
70,2012-07-05 17:30:00.000,40.7242759,-74.0113536,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7243%2C-74.0114/2012-07-05T17:30:00?key={API_KEY}&include=current&contentType=csv
71,2012-07-04 20:30:00.000,40.7082718,-74.0019008,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7083%2C-74.0019/2012-07-04T20:30:00?key={API_KEY}&include=current&contentType=csv
72,2012-07-06 15:20:00.000,40.7029601,-74.0115051,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.703%2C-74.0115/2012-07-06T15:20:00?key={API_KEY}&include=current&contentType=csv
73,2012-07-06 16:30:00.000,40.7225499,-74.006299,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7225%2C-74.0063/2012-07-06T16:30:00?key={API_KEY}&include=current&contentType=csv
74,2012-07-06 12:30:00.000,40.7154326,-74.0075428,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7154%2C-74.0075/2012-07-06T12:30:00?key={API_KEY}&include=current&contentType=csv
75,2012-07-06 16:05:00.000,40.7204364,-74.0066956,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0067/2012-07-06T16:05:00?key={API_KEY}&include=current&contentType=csv
76,2012-07-06 17:10:00.000,40.7203179,-74.0121683,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7203%2C-74.0122/2012-07-06T17:10:00?key={API_KEY}&include=current&contentType=csv
77,2012-07-06 14:20:00.000,40.7098244,-74.0148247,10281,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7098%2C-74.0148/2012-07-06T14:20:00?key={API_KEY}&include=current&contentType=csv
78,2012-07-06 10:41:00.000,40.7149276,-74.0079396,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7149%2C-74.0079/2012-07-06T10:41:00?key={API_KEY}&include=current&contentType=csv
79,2012-07-06 12:00:00.000,40.7233076,-74.00298,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7233%2C-74.003/2012-07-06T12:00:00?key={API_KEY}&include=current&contentType=csv
80,2012-07-06 11:40:00.000,40.7225499,-74.006299,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7225%2C-74.0063/2012-07-06T11:40:00?key={API_KEY}&include=current&contentType=csv
81,2012-07-06 17:00:00.000,40.7278775,-74.0054264,10014,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7279%2C-74.0054/2012-07-06T17:00:00?key={API_KEY}&include=current&contentType=csv
82,2012-07-06 16:15:00.000,40.7217925,-73.9998521,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7218%2C-73.9999/2012-07-06T16:15:00?key={API_KEY}&include=current&contentType=csv
83,2012-07-06 20:30:00.000,40.7245509,-74.0019338,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7246%2C-74.0019/2012-07-06T20:30:00?key={API_KEY}&include=current&contentType=csv
84,2012-07-06 19:20:00.000,40.7221822,-74.0006566,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7222%2C-74.0007/2012-07-06T19:20:00?key={API_KEY}&include=current&contentType=csv
85,2012-07-06 19:00:00.000,40.7206286,-74.0052093,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7206%2C-74.0052/2012-07-06T19:00:00?key={API_KEY}&include=current&contentType=csv
86,2012-07-07 00:40:00.000,40.7074505,-74.0119459,10005,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7075%2C-74.0119/2012-07-07T00:40:00?key={API_KEY}&include=current&contentType=csv
87,2012-07-07 08:44:00.000,40.7257971,-73.9976116,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7258%2C-73.9976/2012-07-07T08:44:00?key={API_KEY}&include=current&contentType=csv
88,2012-07-07 12:05:00.000,40.7223244,-74.0117465,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7223%2C-74.0117/2012-07-07T12:05:00?key={API_KEY}&include=current&contentType=csv
89,2012-07-07 15:15:00.000,40.7136919,-74.0137542,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7137%2C-74.0138/2012-07-07T15:15:00?key={API_KEY}&include=current&contentType=csv
92,2012-07-08 15:20:00.000,40.7076706,-74.0031091,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7077%2C-74.0031/2012-07-08T15:20:00?key={API_KEY}&include=current&contentType=csv
93,2012-07-08 11:00:00.000,40.7073878,-74.0054824,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7074%2C-74.0055/2012-07-08T11:00:00?key={API_KEY}&include=current&contentType=csv
94,2012-07-08 17:17:00.000,40.7115348,-74.0104641,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7115%2C-74.0105/2012-07-08T17:17:00?key={API_KEY}&include=current&contentType=csv
95,2012-07-06 12:30:00.000,40.7071457,-74.0133742,10006,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7071%2C-74.0134/2012-07-06T12:30:00?key={API_KEY}&include=current&contentType=csv
96,2012-07-09 18:15:00.000,40.7125314,-74.0076652,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7125%2C-74.0077/2012-07-09T18:15:00?key={API_KEY}&include=current&contentType=csv
97,2012-07-05 16:39:00.000,40.7208537,-74.0039287,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7209%2C-74.0039/2012-07-05T16:39:00?key={API_KEY}&include=current&contentType=csv
98,2012-07-09 15:50:00.000,40.7063803,-74.0095039,10005,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7064%2C-74.0095/2012-07-09T15:50:00?key={API_KEY}&include=current&contentType=csv
99,2012-07-09 13:40:00.000,40.7044255,-74.0142536,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7044%2C-74.0143/2012-07-09T13:40:00?key={API_KEY}&include=current&contentType=csv
100,2012-07-08 19:30:00.000,40.7098244,-74.0148247,10281,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7098%2C-74.0148/2012-07-08T19:30:00?key={API_KEY}&include=current&contentType=csv
101,2012-07-09 22:08:00.000,40.7108872,-74.0090609,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7109%2C-74.0091/2012-07-09T22:08:00?key={API_KEY}&include=current&contentType=csv
102,2012-07-10 20:16:00.000,40.7098244,-74.0148247,10281,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7098%2C-74.0148/2012-07-10T20:16:00?key={API_KEY}&include=current&contentType=csv
104,2012-07-10 12:50:00.000,40.7236259,-74.0047875,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7236%2C-74.0048/2012-07-10T12:50:00?key={API_KEY}&include=current&contentType=csv
105,2012-07-10 08:40:00.000,40.7234229,-73.9996104,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7234%2C-73.9996/2012-07-10T08:40:00?key={API_KEY}&include=current&contentType=csv
106,2012-07-10 10:00:00.000,40.7017826,-74.0111659,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7018%2C-74.0112/2012-07-10T10:00:00?key={API_KEY}&include=current&contentType=csv
107,2012-07-10 13:10:00.000,40.7236259,-74.0047875,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7236%2C-74.0048/2012-07-10T13:10:00?key={API_KEY}&include=current&contentType=csv
108,2012-07-10 18:35:00.000,40.7278775,-74.0054264,10014,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7279%2C-74.0054/2012-07-10T18:35:00?key={API_KEY}&include=current&contentType=csv
109,2012-07-10 18:43:00.000,40.7193963,-74.0018831,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7194%2C-74.0019/2012-07-10T18:43:00?key={API_KEY}&include=current&contentType=csv
110,2012-07-10 12:30:00.000,40.7203761,-74.0032612,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7204%2C-74.0033/2012-07-10T12:30:00?key={API_KEY}&include=current&contentType=csv
111,2012-07-11 00:01:00.000,40.7169255,-74.0108329,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7169%2C-74.0108/2012-07-11T00:01:00?key={API_KEY}&include=current&contentType=csv
112,2012-07-11 06:12:00.000,40.7244026,-74.0060394,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7244%2C-74.006/2012-07-11T06:12:00?key={API_KEY}&include=current&contentType=csv
114,2012-07-11 17:15:00.000,40.7109059,-74.014457,10281,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7109%2C-74.0145/2012-07-11T17:15:00?key={API_KEY}&include=current&contentType=csv
115,2012-07-11 15:14:00.000,40.7226266,-74.0081173,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7226%2C-74.0081/2012-07-11T15:14:00?key={API_KEY}&include=current&contentType=csv
116,2012-07-11 19:00:00.000,40.7233076,-74.00298,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7233%2C-74.003/2012-07-11T19:00:00?key={API_KEY}&include=current&contentType=csv
117,2012-07-11 17:20:00.000,40.7079778,-74.0080037,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.708%2C-74.008/2012-07-11T17:20:00?key={API_KEY}&include=current&contentType=csv
118,2012-07-11 15:00:00.000,40.7136919,-74.0137542,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7137%2C-74.0138/2012-07-11T15:00:00?key={API_KEY}&include=current&contentType=csv
119,2012-07-11 23:00:00.000,40.7278775,-74.0054264,10014,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7279%2C-74.0054/2012-07-11T23:00:00?key={API_KEY}&include=current&contentType=csv
120,2012-07-11 22:50:00.000,40.7237466,-74.0061151,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7237%2C-74.0061/2012-07-11T22:50:00?key={API_KEY}&include=current&contentType=csv
121,2012-07-12 00:46:00.000,40.7152345,-74.0133505,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7152%2C-74.0134/2012-07-12T00:46:00?key={API_KEY}&include=current&contentType=csv
122,2012-07-12 09:50:00.000,40.7198381,-74.0051876,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7198%2C-74.0052/2012-07-12T09:50:00?key={API_KEY}&include=current&contentType=csv
123,2012-07-12 09:45:00.000,40.7247015,-74.0093189,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7247%2C-74.0093/2012-07-12T09:45:00?key={API_KEY}&include=current&contentType=csv
124,2012-07-12 10:40:00.000,40.7261753,-74.0109643,10014,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7262%2C-74.011/2012-07-12T10:40:00?key={API_KEY}&include=current&contentType=csv
125,2012-07-12 11:25:00.000,40.7245644,-74.007782,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7246%2C-74.0078/2012-07-12T11:25:00?key={API_KEY}&include=current&contentType=csv
126,2012-07-12 14:06:00.000,40.7203405,-74.0022223,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7203%2C-74.0022/2012-07-12T14:06:00?key={API_KEY}&include=current&contentType=csv
127,2012-07-12 19:23:00.000,40.7057956,-74.0098645,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7058%2C-74.0099/2012-07-12T19:23:00?key={API_KEY}&include=current&contentType=csv
128,2012-07-12 16:06:00.000,40.7250257,-74.0058952,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.725%2C-74.0059/2012-07-12T16:06:00?key={API_KEY}&include=current&contentType=csv
129,2012-07-12 19:00:00.000,40.7233076,-74.00298,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7233%2C-74.003/2012-07-12T19:00:00?key={API_KEY}&include=current&contentType=csv
130,2012-07-11 16:30:00.000,40.723977,-74.0083014,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.724%2C-74.0083/2012-07-11T16:30:00?key={API_KEY}&include=current&contentType=csv
132,2012-07-13 17:45:00.000,40.7155203,-74.0092383,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7155%2C-74.0092/2012-07-13T17:45:00?key={API_KEY}&include=current&contentType=csv
133,2012-07-13 18:45:00.000,40.7264365,-74.0056572,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7264%2C-74.0057/2012-07-13T18:45:00?key={API_KEY}&include=current&contentType=csv
134,2012-07-13 13:30:00.000,40.7149276,-74.0079396,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7149%2C-74.0079/2012-07-13T13:30:00?key={API_KEY}&include=current&contentType=csv
135,2012-07-13 08:00:00.000,40.7094245,-74.0051471,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7094%2C-74.0051/2012-07-13T08:00:00?key={API_KEY}&include=current&contentType=csv
136,2012-07-12 19:20:00.000,40.7208537,-74.0039287,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7209%2C-74.0039/2012-07-12T19:20:00?key={API_KEY}&include=current&contentType=csv
137,2012-07-13 20:35:00.000,40.7183176,-74.003676,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7183%2C-74.0037/2012-07-13T20:35:00?key={API_KEY}&include=current&contentType=csv
138,2012-07-14 00:10:00.000,40.70495,-74.0115487,10004,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7049%2C-74.0115/2012-07-14T00:10:00?key={API_KEY}&include=current&contentType=csv
139,2012-07-14 00:33:00.000,40.7186277,-74.0025397,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7186%2C-74.0025/2012-07-14T00:33:00?key={API_KEY}&include=current&contentType=csv
140,2012-07-15 08:08:00.000,40.7077552,-74.0117043,10006,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7078%2C-74.0117/2012-07-15T08:08:00?key={API_KEY}&include=current&contentType=csv
141,2012-07-14 10:30:00.000,40.7213532,-74.0046358,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7214%2C-74.0046/2012-07-14T10:30:00?key={API_KEY}&include=current&contentType=csv
142,2012-07-14 11:10:00.000,40.7176779,-74.0057791,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7177%2C-74.0058/2012-07-14T11:10:00?key={API_KEY}&include=current&contentType=csv
143,2012-07-14 14:40:00.000,40.7176779,-74.0057791,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7177%2C-74.0058/2012-07-14T14:40:00?key={API_KEY}&include=current&contentType=csv
146,2012-07-15 00:30:00.000,40.7095234,-74.0016664,10038,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7095%2C-74.0017/2012-07-15T00:30:00?key={API_KEY}&include=current&contentType=csv
147,2012-07-15 02:30:00.000,40.7230221,-73.9988131,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.723%2C-73.9988/2012-07-15T02:30:00?key={API_KEY}&include=current&contentType=csv
149,2012-07-14 16:20:00.000,40.7258408,-74.0075584,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7258%2C-74.0076/2012-07-14T16:20:00?key={API_KEY}&include=current&contentType=csv
150,2012-07-14 20:05:00.000,40.7237962,-74.000368,10012,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7238%2C-74.0004/2012-07-14T20:05:00?key={API_KEY}&include=current&contentType=csv
151,2012-07-15 17:50:00.000,40.7164532,-74.0130478,10007,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7165%2C-74.013/2012-07-15T17:50:00?key={API_KEY}&include=current&contentType=csv
152,2012-07-15 18:40:00.000,40.7160144,-74.0088235,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.716%2C-74.0088/2012-07-15T18:40:00?key={API_KEY}&include=current&contentType=csv
153,2012-07-15 22:20:00.000,40.7286048,-74.0053146,10014,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7286%2C-74.0053/2012-07-15T22:20:00?key={API_KEY}&include=current&contentType=csv
154,2012-07-16 01:30:00.000,40.7047985,-74.0166846,10280,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7048%2C-74.0167/2012-07-16T01:30:00?key={API_KEY}&include=current&contentType=csv
155,2012-07-16 12:50:00.000,40.7206286,-74.0052093,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7206%2C-74.0052/2012-07-16T12:50:00?key={API_KEY}&include=current&contentType=csv
156,2012-07-16 09:00:00.000,40.7208537,-74.0039287,10013,https://weather.visualcrossing.com/VisualCrossingWebServices/rest/services/timeline/40.7209%2C-74.0039/2012-07-16T09:00:00?key={API_KEY}&include=current&contentType=csv
